Date,Symbol,Ordinary Shares Number,Share Issued,Tangible Book Value,Invested Capital,Working Capital,Net Tangible Assets,Common Stock Equity,Total Capitalization,Total Equity Gross Minority Interest,Stockholders Equity,Capital Stock,Common Stock,Total Liabilities Net Minority Interest,Total Non Current Liabilities Net Minority Interest,Current Liabilities,Payables,Accounts Payable,Total Assets,Total Non Current Assets,Other Non Current Assets,Net PPE,Accumulated Depreciation,Gross PPE,Machinery Furniture Equipment,Properties,Current Assets,Inventory,Accounts Receivable,Cash Cash Equivalents And Short Term Investments,Cash And Cash Equivalents,Quarter,Year,Current Ratio
2024-03-31,COO,198700000.0,214700000.0,2073800000.0,10463100000.0,829000000.0,2073800000.0,7695100000.0,10418000000.0,7695300000.0,7695100000.0,21600000.0,21600000.0,4337300000.0,3372400000.0,964900000.0,202300000.0,202300000.0,12032600000.0,10238700000.0,616900000.0,1682200000.0,,,,,1793900000.0,747500000.0,651000000.0,135200000.0,135200000.0,1,2024,1.859156389263136
2023-12-31,COO,,,,,,,,,,,,,,,,,,,,,,-1553300000.0,3185900000.0,2187100000.0,0.0,,,,,,4,2023,
2023-09-30,COO,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,3,2023,
2024-09-30,CZMWF,87536079.0,89440570.0,352342000.0,2041697000.0,643648000.0,352342000.0,2041697000.0,2041697000.0,2056479000.0,2041697000.0,89441000.0,89441000.0,1336721000.0,767886000.0,568835000.0,280924000.0,183542000.0,3393200000.0,2180717000.0,687000.0,353763000.0,-261585000.0,615348000.0,302782000.0,222692000.0,1212483000.0,536163000.0,209053000.0,20285000.0,20285000.0,3,2024,2.1315196849701583
2024-03-31,CZMWF,89440570.0,89440570.0,1409761000.0,2094217000.0,1271202000.0,1409761000.0,2094217000.0,2094217000.0,2107273000.0,2094217000.0,89441000.0,89441000.0,812915000.0,305472000.0,507443000.0,190745000.0,186676000.0,2920188000.0,1141543000.0,32733000.0,332585000.0,,,,,1778645000.0,555285000.0,352207000.0,33754000.0,15339000.0,1,2024,3.5051128895265085
2023-09-30,CZMWF,89440570.0,89440570.0,1484181000.0,2159453000.0,1350081000.0,1484181000.0,2159453000.0,2159453000.0,2172903000.0,2159453000.0,89441000.0,89441000.0,860021000.0,298375000.0,561646000.0,292125000.0,239792000.0,3032924000.0,1121197000.0,963000.0,315773000.0,-232384000.0,548157000.0,274660000.0,208387000.0,1911727000.0,519615000.0,196916000.0,10601000.0,10601000.0,3,2023,3.403793492698248
2024-12-31,GKOS,56444000.0,56472000.0,437352000.0,766931000.0,374667000.0,437352000.0,766931000.0,766931000.0,766931000.0,766931000.0,56000.0,56000.0,207825000.0,132700000.0,75125000.0,13026000.0,13026000.0,974756000.0,524964000.0,25448000.0,169937000.0,-44574000.0,214511000.0,13228000.0,0.0,449792000.0,57678000.0,60744000.0,318915000.0,169626000.0,4,2024,5.987247920133112
2024-09-30,GKOS,55094000.0,55122000.0,332957000.0,725268000.0,325598000.0,332957000.0,668509000.0,725268000.0,668509000.0,668509000.0,55000.0,55000.0,258034000.0,186350000.0,71684000.0,13044000.0,11103000.0,926543000.0,529261000.0,25442000.0,168267000.0,,168267000.0,,,397282000.0,59895000.0,56408000.0,262473000.0,100143000.0,3,2024,5.542129345460633
2024-06-30,GKOS,54824000.0,54852000.0,323352000.0,721851000.0,313698000.0,323352000.0,665159000.0,721851000.0,665159000.0,665159000.0,55000.0,55000.0,254516000.0,184433000.0,70083000.0,14289000.0,11560000.0,919675000.0,535894000.0,24457000.0,169630000.0,,169630000.0,,,383781000.0,56480000.0,51217000.0,261664000.0,68075000.0,2,2024,5.476092633020847
2024-03-31,GKOS,49847000.0,49875000.0,102677000.0,733847000.0,316372000.0,102677000.0,450730000.0,733847000.0,450730000.0,450730000.0,50000.0,50000.0,482608000.0,410370000.0,72238000.0,20067000.0,12752000.0,933338000.0,544728000.0,24559000.0,172116000.0,,172116000.0,,,388610000.0,50185000.0,46545000.0,272860000.0,42495000.0,1,2024,5.379578615133309
2023-12-31,GKOS,49120000.0,49148000.0,112676000.0,744539000.0,321447000.0,112676000.0,461766000.0,744539000.0,461766000.0,461766000.0,49000.0,49000.0,478648000.0,404634000.0,74014000.0,13440000.0,13440000.0,940414000.0,544953000.0,21325000.0,174538000.0,-34477000.0,209015000.0,12193000.0,0.0,395461000.0,41986000.0,39850000.0,295431000.0,93467000.0,4,2023,5.343056718999108
2023-09-30,GKOS,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,3,2023,
2023-06-30,GKOS,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2,2023,
2024-12-31,JNJ,2406922000.0,3119843000.0,-10328000000.0,108124000000.0,5572000000.0,-10328000000.0,71490000000.0,102141000000.0,71490000000.0,71490000000.0,3120000000.0,3120000000.0,108614000000.0,58293000000.0,50321000000.0,14083000000.0,10311000000.0,180104000000.0,124211000000.0,11414000000.0,20518000000.0,-28250000000.0,48768000000.0,29444000000.0,0.0,55893000000.0,12444000000.0,14842000000.0,24522000000.0,24105000000.0,4,2024,1.1107291190556627
2024-09-30,JNJ,2407298000.0,3119843000.0,-14131000000.0,105909000000.0,1490000000.0,-14131000000.0,70158000000.0,101447000000.0,70158000000.0,70158000000.0,3120000000.0,3120000000.0,108129000000.0,56370000000.0,51759000000.0,13788000000.0,8954000000.0,178287000000.0,125038000000.0,10921000000.0,20479000000.0,-28795000000.0,49274000000.0,,,53249000000.0,12603000000.0,16174000000.0,20297000000.0,19980000000.0,3,2024,1.0287872640506965
2024-06-30,JNJ,2406846000.0,3119843000.0,-12437000000.0,113029000000.0,3884000000.0,-12437000000.0,71538000000.0,103174000000.0,71538000000.0,71538000000.0,3120000000.0,3120000000.0,109550000000.0,55617000000.0,53933000000.0,13157000000.0,8848000000.0,181088000000.0,123271000000.0,10544000000.0,19748000000.0,-28287000000.0,48035000000.0,,,57817000000.0,12169000000.0,15794000000.0,25475000000.0,24878000000.0,2,2024,1.0720152782155639
2024-03-31,JNJ,2406723000.0,3119843000.0,-882000000.0,103652000000.0,8277000000.0,-882000000.0,70020000000.0,95102000000.0,70020000000.0,70020000000.0,3120000000.0,3120000000.0,101946000000.0,53221000000.0,48725000000.0,11492000000.0,8174000000.0,171966000000.0,114964000000.0,14125000000.0,19632000000.0,-27953000000.0,47585000000.0,,,57002000000.0,11383000000.0,14946000000.0,26218000000.0,25473000000.0,1,2024,1.169871729091842
2023-12-31,JNJ,2407078000.0,3119843000.0,-1959000000.0,98106000000.0,7213000000.0,-1959000000.0,68774000000.0,94655000000.0,68774000000.0,68774000000.0,3120000000.0,3120000000.0,98784000000.0,52502000000.0,46282000000.0,12625000000.0,9632000000.0,167558000000.0,114063000000.0,14153000000.0,19898000000.0,-27878000000.0,47776000000.0,28979000000.0,0.0,53495000000.0,11181000000.0,14873000000.0,22927000000.0,21859000000.0,4,2023,1.1558489261483946
2023-09-30,JNJ,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,3,2023,
2023-06-30,JNJ,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2,2023,
2025-03-31,MDT,1283266154.0,1283266154.0,-3617000000.0,75944000000.0,10673000000.0,-3617000000.0,49387000000.0,73322000000.0,49615000000.0,49387000000.0,0.0,0.0,40358000000.0,28518000000.0,11840000000.0,3411000000.0,2286000000.0,89973000000.0,67461000000.0,4250000000.0,6593000000.0,,,,,22513000000.0,5610000000.0,6115000000.0,7922000000.0,1240000000.0,1,2025,1.9014358108108107
2024-12-31,MDT,1282553150.0,1282553150.0,-5091000000.0,76770000000.0,10243000000.0,-5091000000.0,48494000000.0,73051000000.0,48716000000.0,48494000000.0,0.0,0.0,41326000000.0,29131000000.0,12195000000.0,3323000000.0,2376000000.0,90042000000.0,67604000000.0,4009000000.0,6438000000.0,,,,,22438000000.0,5479000000.0,6260000000.0,7989000000.0,1394000000.0,4,2024,1.8399343993439934
2024-09-30,MDT,1282600220.0,1282600220.0,-5954000000.0,75760000000.0,11660000000.0,-5954000000.0,47947000000.0,74207000000.0,48160000000.0,47947000000.0,0.0,0.0,41589000000.0,31302000000.0,10287000000.0,3354000000.0,2291000000.0,89749000000.0,67799000000.0,4062000000.0,6282000000.0,,,,,21947000000.0,5414000000.0,6011000000.0,7843000000.0,1311000000.0,3,2024,2.133469427432682
2024-06-30,MDT,1311337531.0,1311337531.0,-3997000000.0,75177000000.0,11146000000.0,-3997000000.0,50214000000.0,74091000000.0,50420000000.0,50214000000.0,0.0,0.0,39561000000.0,28772000000.0,10789000000.0,3740000000.0,2410000000.0,89981000000.0,68046000000.0,4047000000.0,6131000000.0,-7922000000.0,14053000000.0,2872000000.0,0.0,21935000000.0,5217000000.0,6128000000.0,8005000000.0,1284000000.0,2,2024,2.0330892575771617
2024-03-31,MDT,1329653024.0,1329653024.0,-3058000000.0,76918000000.0,12720000000.0,-3058000000.0,51792000000.0,75889000000.0,51996000000.0,51792000000.0,0.0,0.0,38840000000.0,29047000000.0,9793000000.0,3101000000.0,1992000000.0,90836000000.0,68323000000.0,4036000000.0,5838000000.0,,,,,22513000000.0,5726000000.0,5968000000.0,8321000000.0,1623000000.0,1,2024,2.298886960073522
2023-12-31,MDT,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,4,2023,
2023-09-30,MDT,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,3,2023,
2024-12-31,RMD,146856329.0,190049242.0,2009653000.0,5925774000.0,1984217000.0,2009653000.0,5253009000.0,5915868000.0,5253009000.0,5253009000.0,760000.0,760000.0,1888325000.0,1036365000.0,851960000.0,305193000.0,220313000.0,7141334000.0,4305157000.0,181182000.0,671174000.0,-694179000.0,1365353000.0,,,2836177000.0,882103000.0,859937000.0,521944000.0,521944000.0,4,2024,3.329002535330297
2024-09-30,RMD,146776149.0,189662212.0,1830396000.0,5872500000.0,1737046000.0,1830396000.0,5195026000.0,5862604000.0,5195026000.0,5195026000.0,758000.0,758000.0,2027391000.0,1123312000.0,904079000.0,342968000.0,249278000.0,7222417000.0,4581292000.0,278853000.0,717279000.0,-764754000.0,1482033000.0,,,2641125000.0,917982000.0,811198000.0,426361000.0,426361000.0,3,2024,2.9213431569586286
2024-06-30,RMD,146901045.0,189565112.0,1536084000.0,5571256000.0,1447064000.0,1536084000.0,4864043000.0,5561356000.0,4864043000.0,4864043000.0,588000.0,588000.0,2008351000.0,1097696000.0,910655000.0,372261000.0,237728000.0,6872394000.0,4514675000.0,284001000.0,699146000.0,-726967000.0,1426113000.0,762488000.0,0.0,2357719000.0,822250000.0,837275000.0,238361000.0,238361000.0,2,2024,2.5890364627658116
2024-03-31,RMD,146886657.0,189319079.0,1292903000.0,5636870000.0,1578266000.0,1292903000.0,4629920000.0,5626967000.0,4629920000.0,4629920000.0,588000.0,588000.0,2184642000.0,1411612000.0,773030000.0,232116000.0,177445000.0,6814562000.0,4463266000.0,277325000.0,686818000.0,-716818000.0,1403636000.0,,,2351296000.0,829458000.0,779265000.0,237910000.0,237910000.0,1,2024,3.0416620312277662
2023-12-31,RMD,147087512.0,189259220.0,1091822000.0,5708521000.0,1614004000.0,1091822000.0,4481854000.0,5698623000.0,4481854000.0,4481854000.0,588000.0,588000.0,2423234000.0,1659161000.0,764073000.0,249085000.0,202395000.0,6905088000.0,4527011000.0,275817000.0,705207000.0,-714372000.0,1419579000.0,,,2378077000.0,933214000.0,729740000.0,210247000.0,210247000.0,4,2023,3.112368844338172
2023-09-30,RMD,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,3,2023,
2023-06-30,RMD,,,,,,,,,,,,,,,,,,,,,,,,715599000.0,0.0,,,,,,2,2023,
2024-12-31,RXST,40428220.0,40428220.0,281238000.0,281238000.0,267947000.0,281238000.0,281238000.0,281238000.0,281238000.0,281238000.0,40000.0,40000.0,37325000.0,11449000.0,25876000.0,4544000.0,4544000.0,318563000.0,24740000.0,1110000.0,23630000.0,-25428000.0,49058000.0,19445000.0,0.0,293823000.0,22009000.0,30050000.0,237223000.0,16706000.0,4,2024,11.355039418766424
2024-09-30,RXST,40254105.0,40254105.0,277261000.0,277261000.0,264130000.0,277261000.0,277261000.0,277261000.0,277261000.0,277261000.0,40000.0,40000.0,33208000.0,10570000.0,22638000.0,4581000.0,4581000.0,310469000.0,23701000.0,924000.0,22777000.0,,22777000.0,,12241000.0,286768000.0,21673000.0,25368000.0,237120000.0,16720000.0,3,2024,12.667550136937892
2024-06-30,RXST,39617334.0,39617334.0,275207000.0,275207000.0,261605000.0,275207000.0,275207000.0,275207000.0,275207000.0,275207000.0,40000.0,40000.0,30292000.0,10674000.0,19618000.0,5095000.0,5095000.0,305499000.0,24276000.0,1014000.0,23262000.0,,23262000.0,,12444000.0,281223000.0,19443000.0,25723000.0,233284000.0,24445000.0,2,2024,14.334947497196453
2024-03-31,RXST,37161753.0,37161753.0,163929000.0,163929000.0,150231000.0,163929000.0,163929000.0,163929000.0,163929000.0,163929000.0,37000.0,37000.0,19236000.0,908000.0,18328000.0,5057000.0,5057000.0,183165000.0,14606000.0,937000.0,13669000.0,,13669000.0,,11617000.0,168559000.0,18700000.0,21550000.0,125354000.0,32645000.0,1,2024,9.196802706241815
2023-12-31,RXST,36139513.0,36139513.0,160362000.0,160362000.0,147504000.0,160362000.0,160362000.0,160362000.0,160362000.0,160362000.0,36000.0,36000.0,22188000.0,1285000.0,20903000.0,3863000.0,3863000.0,182550000.0,14143000.0,858000.0,13285000.0,-22698000.0,35983000.0,17490000.0,0.0,168407000.0,17421000.0,20281000.0,127182000.0,9692000.0,4,2023,8.056594747165478
2023-09-30,RXST,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,3,2023,
2023-06-30,RXST,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2,2023,
